pH,EC,Total Hardness,Ca,Mg,Cl,SO4,NO3,F,Potable,WQI,WQI_Category
7.68,380.0,185.0,48.0,16.0,40.0,13.0,26.0,0.05,1,52.37388041636408,Good
7.83,464.0,215.0,60.0,16.0,50.0,6.0,2.0,0.08,0,48.553982086661826,Excellent
7.62,368.0,170.0,44.0,15.0,40.0,3.0,26.0,0.04,1,49.7351730815783,Excellent
7.72,200.0,120.0,40.0,5.0,13.0,2.0,5.0,0.03,1,28.99762769305253,Excellent
7.79,451.0,215.0,54.0,19.0,36.0,10.0,2.0,0.05,0,47.78332122972646,Excellent
7.91,522.0,200.0,36.0,27.0,46.0,13.0,29.0,0.09,1,61.11629145485354,Good
7.63,596.0,260.0,60.0,27.0,71.0,17.0,18.0,0.7,0,73.48133623819898,Good
7.84,199.0,80.0,14.0,11.0,11.0,9.0,6.0,0.13,1,27.0717501815541,Excellent
7.54,350.0,155.0,36.0,16.0,18.0,9.0,9.0,0.13,1,41.25846042120551,Excellent
7.89,826.0,270.0,58.0,30.0,96.0,38.0,27.0,0.85,0,87.8313725490196,Good
7.91,1004.0,320.0,64.0,39.0,89.0,39.0,5.0,0.29,0,83.10641491164367,Good
7.92,259.0,125.0,40.0,6.0,28.0,11.0,1.0,0.34,1,34.235705640280806,Excellent
7.72,559.0,240.0,62.0,21.0,46.0,17.0,28.0,0.12,0,65.82314209634471,Good
7.81,389.0,135.0,36.0,11.0,46.0,13.0,1.0,0.32,1,39.525030259017186,Excellent
7.65,1031.0,370.0,90.0,35.0,121.0,43.0,32.0,0.65,0,105.34650205761316,Poor
7.81,488.0,200.0,50.0,18.0,28.0,12.0,50.0,0.69,0,74.40939239893488,Good
7.93,678.0,280.0,64.0,29.0,43.0,30.0,11.0,0.61,0,73.8719922536916,Good
7.97,266.0,125.0,30.0,12.0,21.0,15.0,0.0,0.43,1,35.83318809005083,Excellent
7.78,603.0,260.0,88.0,10.0,53.0,33.0,4.0,0.5,0,63.465553134834174,Good
7.82,657.0,220.0,50.0,23.0,53.0,28.0,13.0,0.36,0,63.586831275720165,Good
7.89,405.0,175.0,60.0,6.0,28.0,10.0,5.0,0.39,1,45.781578310336485,Excellent
7.96,739.0,265.0,68.0,23.0,43.0,18.0,3.0,0.54,0,68.340522875817,Good
8.11,648.0,250.0,58.0,26.0,43.0,29.0,0.0,0.6,0,64.93420479302833,Good
8.03,1616.0,560.0,40.0,112.0,206.0,64.0,3.0,0.74,0,144.26201888162672,Poor
7.85,2614.0,880.0,138.0,130.0,366.0,67.0,30.0,0.75,0,223.79651416122007,Very Poor
7.84,586.0,245.0,72.0,16.0,50.0,24.0,20.0,0.72,0,70.99479544904382,Good
8.05,485.0,205.0,18.0,39.0,39.0,22.0,6.0,0.68,0,60.3251270878722,Good
7.88,683.0,240.0,88.0,5.0,64.0,29.0,9.0,0.66,0,66.77574437182281,Good
8.01,1635.0,515.0,80.0,77.0,263.0,59.0,15.0,0.63,0,140.26063907044298,Poor
7.78,1185.0,325.0,32.0,60.0,82.0,44.0,14.0,0.82,0,101.00176712660374,Poor
7.98,805.0,250.0,62.0,23.0,67.0,44.0,16.0,0.38,0,73.31391914790608,Good
7.93,1906.0,510.0,120.0,51.0,280.0,91.0,38.0,0.29,0,149.85717743887676,Poor
8.1,553.0,190.0,50.0,16.0,43.0,20.0,7.0,0.46,1,55.17651900266279,Good
7.81,1395.0,360.0,48.0,58.0,153.0,56.0,31.0,0.74,0,118.3435487775357,Poor
7.95,1509.0,435.0,98.0,46.0,185.0,69.0,9.0,0.8,0,121.52687000726216,Poor
8.03,659.0,185.0,34.0,24.0,28.0,25.0,10.0,0.8,1,63.2204550956185,Good
7.92,821.0,290.0,86.0,18.0,64.0,26.0,22.0,0.77,0,84.11101428225611,Good
7.76,1133.0,315.0,48.0,47.0,103.0,15.0,20.0,0.55,0,95.38433793270396,Good
7.68,607.0,205.0,48.0,21.0,32.0,21.0,1.0,0.57,0,57.132728152989586,Good
7.98,825.0,225.0,46.0,27.0,107.0,22.0,14.0,0.18,0,68.60815783103364,Good
7.83,705.0,210.0,50.0,21.0,71.0,28.0,30.0,0.14,0,68.29760348583878,Good
7.99,1312.0,470.0,100.0,53.0,170.0,86.0,18.0,0.13,0,117.14814814814815,Poor
7.69,662.0,190.0,36.0,24.0,114.0,12.0,12.0,0.25,1,59.6718954248366,Good
7.91,438.0,170.0,42.0,16.0,53.0,12.0,4.0,0.73,1,51.973904623577816,Good
7.78,2042.0,500.0,128.0,44.0,231.0,136.0,34.0,1.18,0,160.67789881384653,Poor
8.03,576.0,175.0,40.0,18.0,71.0,38.0,30.0,0.4,1,64.32992011619461,Good
8.03,718.0,190.0,40.0,22.0,99.0,13.0,8.0,0.12,1,57.544323408375696,Good
7.96,1133.0,355.0,90.0,32.0,160.0,60.0,36.0,0.39,0,106.4121278140886,Poor
7.85,530.0,190.0,28.0,29.0,64.0,19.0,0.0,1.08,1,61.30515613652869,Good
7.94,904.0,230.0,64.0,17.0,124.0,16.0,9.0,0.61,0,73.29716775599128,Good
7.92,832.0,155.0,30.0,19.0,142.0,29.0,5.0,1.63,0,75.00031469377875,Good
7.83,828.0,350.0,80.0,36.0,53.0,53.0,11.0,0.47,0,85.760154926168,Good
7.61,1192.0,475.0,106.0,51.0,85.0,75.0,25.0,0.71,0,121.39518276446381,Poor
7.95,1617.0,625.0,126.0,75.0,149.0,128.0,8.0,0.33,0,144.54250786734445,Poor
7.74,953.0,395.0,56.0,62.0,50.0,57.0,3.0,0.59,0,95.59077705156136,Good
7.95,1336.0,550.0,58.0,98.0,78.0,85.0,28.0,0.35,0,136.6630839990317,Poor
7.82,598.0,290.0,46.0,43.0,7.0,11.0,0.0,0.39,0,65.86172839506173,Good
8.18,2165.0,700.0,156.0,75.0,295.0,98.0,38.0,0.68,0,186.76640038731546,Poor
7.63,809.0,355.0,80.0,38.0,50.0,32.0,4.0,0.26,0,79.7953280077463,Good
7.78,792.0,355.0,64.0,47.0,32.0,41.0,1.0,0.55,0,82.61493585088355,Good
7.78,692.0,330.0,62.0,43.0,18.0,19.0,4.0,0.41,0,75.25567659162431,Good
7.74,949.0,440.0,84.0,56.0,46.0,39.0,1.0,0.65,0,99.05044783345438,Good
8.02,1084.0,435.0,98.0,46.0,64.0,26.0,32.0,0.46,0,111.18375695957394,Poor
8.11,882.0,345.0,72.0,40.0,60.0,40.0,18.0,0.85,0,94.65395787944809,Good
7.85,1155.0,470.0,64.0,75.0,128.0,91.0,5.0,0.49,0,113.99980634229003,Poor
7.93,769.0,355.0,98.0,27.0,25.0,29.0,0.0,0.48,0,77.87981118373274,Good
8.14,758.0,345.0,58.0,49.0,14.0,13.0,0.0,0.94,0,84.21837327523602,Good
7.73,691.0,280.0,40.0,44.0,21.0,19.0,7.0,0.78,0,75.41210360687485,Good
7.73,717.0,325.0,58.0,44.0,11.0,11.0,3.0,0.75,0,78.6116920842411,Good
7.89,1041.0,425.0,92.0,47.0,57.0,77.0,1.0,0.44,0,97.61203098523359,Good
7.81,1994.0,685.0,190.0,51.0,259.0,99.0,29.0,0.88,0,175.27235536189784,Poor
7.91,1055.0,455.0,92.0,55.0,64.0,95.0,2.0,0.36,0,102.90271120793996,Poor
7.66,1987.0,705.0,150.0,80.0,348.0,75.0,15.0,0.42,0,171.20254175744373,Poor
7.95,1640.0,605.0,134.0,66.0,167.0,157.0,28.0,1.02,0,160.20752844347612,Poor
7.65,1051.0,360.0,60.0,51.0,121.0,86.0,3.0,0.05,0,89.01728395061728,Good
7.61,1148.0,505.0,102.0,61.0,78.0,92.0,10.0,0.5,0,116.74333091261197,Poor
7.65,831.0,380.0,56.0,58.0,64.0,70.0,1.0,0.32,0,86.92510288065843,Good
7.88,950.0,405.0,112.0,30.0,67.0,90.0,2.0,0.41,0,91.73088840474459,Good
7.98,830.0,380.0,64.0,53.0,36.0,29.0,7.0,0.18,0,84.91391914790609,Good
7.97,848.0,380.0,62.0,55.0,43.0,57.0,7.0,0.36,0,89.26076010651175,Good
8.01,1042.0,465.0,86.0,61.0,57.0,63.0,27.0,0.79,0,118.76187363834423,Poor
7.75,1213.0,485.0,114.0,49.0,85.0,38.0,17.0,0.21,0,112.20031469377874,Poor
7.82,829.0,370.0,58.0,55.0,36.0,26.0,24.0,0.28,0,92.16543209876544,Good
7.94,987.0,390.0,80.0,46.0,50.0,43.0,21.0,0.21,0,96.15395787944809,Good
7.92,924.0,405.0,76.0,52.0,57.0,37.0,1.0,0.37,0,90.77397724521909,Good
7.74,768.0,360.0,62.0,50.0,21.0,24.0,0.0,0.28,0,78.37966594045025,Good
7.68,741.0,295.0,42.0,46.0,21.0,55.0,2.0,0.91,0,79.35412732994433,Good
7.81,661.0,285.0,60.0,33.0,89.0,26.0,1.0,0.09,0,65.19416606148633,Good
7.76,686.0,305.0,60.0,38.0,75.0,20.0,4.0,0.0,0,68.21725974340353,Good
7.85,1301.0,440.0,68.0,66.0,178.0,95.0,3.0,0.43,0,113.26318082788673,Poor
8.05,920.0,350.0,56.0,51.0,50.0,60.0,40.0,0.38,0,101.21689663519729,Poor
7.73,1212.0,330.0,30.0,62.0,89.0,79.0,0.0,0.29,0,91.54625998547566,Good
7.94,1505.0,520.0,118.0,55.0,277.0,101.0,9.0,0.25,0,129.558896151053,Poor
7.64,873.0,265.0,56.0,30.0,85.0,66.0,44.0,0.25,0,88.49951585572501,Good
8.03,1684.0,605.0,68.0,106.0,206.0,101.0,119.0,0.45,0,195.89370612442508,Poor
7.68,927.0,365.0,58.0,53.0,146.0,40.0,4.0,0.26,0,88.74507383200195,Good
8.18,1112.0,345.0,56.0,50.0,135.0,76.0,1.0,0.31,0,91.62030985233602,Good
7.94,774.0,320.0,50.0,47.0,107.0,30.0,0.0,0.28,0,76.36136528685549,Good
8.09,1215.0,315.0,52.0,45.0,135.0,75.0,32.0,0.25,0,101.95340111353185,Poor
7.94,1505.0,460.0,126.0,35.0,99.0,117.0,15.0,0.49,0,120.75395787944807,Poor
7.91,842.0,265.0,70.0,22.0,99.0,81.0,37.0,0.75,0,91.34304042604697,Good
7.85,665.0,230.0,66.0,16.0,43.0,41.0,4.0,0.31,0,60.008036794964895,Good
8.02,955.0,390.0,98.0,35.0,128.0,67.0,37.0,0.58,0,108.37840716533526,Poor
7.76,1021.0,310.0,78.0,28.0,85.0,80.0,46.0,0.43,0,100.840716533527,Poor
8.12,671.0,270.0,56.0,32.0,71.0,32.0,10.0,0.59,0,73.480367949649,Good
8.01,582.0,205.0,50.0,19.0,21.0,20.0,1.0,0.48,0,54.884507383200194,Good
7.96,436.0,195.0,18.0,36.0,18.0,7.0,0.0,0.95,1,57.056572258533045,Good
8.18,449.0,185.0,36.0,23.0,25.0,9.0,6.0,0.55,1,52.67792302106028,Good
8.06,428.0,180.0,48.0,15.0,25.0,11.0,4.0,0.82,1,53.176228516097794,Good
7.99,841.0,335.0,62.0,44.0,28.0,52.0,21.0,0.6,0,90.62592592592593,Good
7.88,645.0,215.0,40.0,28.0,53.0,47.0,24.0,0.54,0,70.88809005083516,Good
8.11,798.0,325.0,78.0,32.0,82.0,61.0,21.0,0.4,0,86.50334059549745,Good
7.94,829.0,315.0,58.0,41.0,114.0,50.0,35.0,0.91,0,99.53379327039458,Good
8.11,664.0,285.0,60.0,33.0,67.0,29.0,4.0,0.63,0,72.89017187121762,Good
8.08,661.0,265.0,58.0,29.0,57.0,44.0,21.0,0.6,0,76.78583877995642,Good
8.13,427.0,195.0,40.0,23.0,28.0,8.0,1.0,0.88,1,55.3076010651174,Good
8.13,426.0,185.0,36.0,23.0,18.0,12.0,1.0,0.71,1,51.88784797869766,Good
8.15,652.0,265.0,56.0,30.0,50.0,36.0,12.0,0.61,0,72.61474219317357,Good
7.98,467.0,210.0,24.0,36.0,18.0,9.0,16.0,0.98,0,66.59046235778261,Good
7.98,411.0,135.0,24.0,18.0,32.0,16.0,25.0,0.61,1,54.184289518276444,Good
7.87,515.0,200.0,40.0,24.0,53.0,13.0,5.0,0.63,1,57.38760590656016,Good
7.93,387.0,160.0,26.0,23.0,18.0,11.0,9.0,0.71,1,51.13536673928831,Good
8.18,459.0,170.0,22.0,28.0,50.0,34.0,26.0,0.65,1,63.00096828854999,Good
7.81,841.0,330.0,88.0,27.0,82.0,54.0,30.0,0.53,0,92.26042120551922,Good
8.05,706.0,285.0,28.0,52.0,121.0,20.0,10.0,0.48,0,78.05516824013556,Good
8.01,646.0,270.0,66.0,26.0,57.0,62.0,12.0,0.63,0,74.039651416122,Good
8.04,770.0,335.0,70.0,39.0,82.0,59.0,18.0,0.85,0,91.96085693536673,Good
8.14,449.0,185.0,22.0,32.0,39.0,27.0,0.0,0.96,1,57.57639796659405,Good
7.84,1155.0,400.0,82.0,47.0,124.0,48.0,30.0,0.53,0,111.46928104575163,Poor
8.18,778.0,340.0,78.0,35.0,46.0,62.0,5.0,0.51,0,81.75899297990802,Good
8.09,488.0,230.0,42.0,30.0,36.0,17.0,2.0,0.58,0,58.890438150568855,Good
7.94,303.0,110.0,34.0,6.0,21.0,11.0,0.0,0.83,1,39.0477850399419,Excellent
8.03,380.0,165.0,30.0,22.0,21.0,11.0,6.0,0.35,1,45.95954974582426,Excellent
7.85,1033.0,405.0,90.0,44.0,117.0,46.0,42.0,0.6,0,114.338489469862,Poor
7.75,581.0,270.0,62.0,28.0,43.0,34.0,21.0,0.6,0,74.23776325344953,Good
8.05,1359.0,490.0,104.0,56.0,170.0,74.0,27.0,1.05,0,135.79302832244008,Poor
7.93,1544.0,590.0,130.0,64.0,217.0,44.0,3.0,0.81,0,140.06870007262165,Poor
7.97,1232.0,435.0,92.0,50.0,149.0,50.0,51.0,0.55,0,127.72454611474217,Poor
8.18,340.0,145.0,26.0,19.0,11.0,10.0,15.0,0.62,1,48.991503267973854,Excellent
8.21,361.0,155.0,16.0,28.0,18.0,16.0,4.0,0.93,1,51.67361413701283,Good
7.99,636.0,255.0,58.0,27.0,36.0,21.0,3.0,0.46,0,64.18395061728395,Good
8.11,655.0,285.0,28.0,52.0,46.0,26.0,15.0,0.51,0,77.2761801016703,Good
8.07,437.0,175.0,40.0,18.0,36.0,8.0,3.0,0.43,1,48.043790849673194,Excellent
7.94,1120.0,410.0,120.0,27.0,156.0,26.0,5.0,0.63,0,100.54984265311064,Poor
8.18,426.0,150.0,46.0,9.0,14.0,10.0,15.0,0.66,1,51.23471314451707,Good
8.04,421.0,180.0,58.0,9.0,18.0,9.0,20.0,0.07,1,49.288840474461395,Excellent
7.84,443.0,100.0,38.0,1.0,14.0,3.0,4.0,0.49,1,37.54747034616316,Excellent
7.82,475.0,180.0,46.0,16.0,14.0,4.0,16.0,0.72,1,57.3201646090535,Good
7.94,562.0,210.0,50.0,21.0,21.0,7.0,11.0,0.44,0,58.488114258048896,Good
7.88,1300.0,285.0,84.0,18.0,138.0,39.0,28.0,0.44,0,96.39837811667876,Good
7.93,731.0,230.0,58.0,21.0,64.0,23.0,16.0,0.39,0,68.2555313483418,Good
8.03,555.0,145.0,50.0,5.0,11.0,10.0,9.0,0.56,1,49.32992011619462,Excellent
7.95,529.0,150.0,46.0,9.0,32.0,10.0,1.0,0.06,1,40.94209634471072,Excellent
7.85,667.0,225.0,60.0,18.0,39.0,17.0,8.0,0.54,0,63.10968288549988,Good
7.68,526.0,185.0,50.0,15.0,11.0,4.0,1.0,0.14,1,45.53519728879206,Excellent
7.7,1105.0,300.0,44.0,46.0,67.0,20.0,9.0,0.8,0,90.52258533042847,Good
7.93,1758.0,640.0,108.0,90.0,259.0,20.0,36.0,0.7,0,167.0785766158315,Poor
7.84,619.0,160.0,52.0,7.0,11.0,6.0,1.0,0.26,1,45.47092713628662,Excellent
8.05,499.0,140.0,46.0,6.0,18.0,12.0,10.0,0.44,1,46.67615589445655,Excellent
7.96,400.0,155.0,50.0,7.0,18.0,17.0,23.0,0.15,1,47.904308884047445,Excellent
7.96,505.0,150.0,30.0,18.0,18.0,11.0,2.0,0.44,1,46.04628419268943,Excellent
8.21,1008.0,210.0,32.0,32.0,28.0,18.0,20.0,0.56,0,76.94316146211571,Good
8.13,553.0,125.0,46.0,2.0,43.0,14.0,12.0,0.41,1,47.031880900508355,Excellent
7.97,419.0,150.0,48.0,7.0,14.0,2.0,4.0,0.46,1,43.14224158799322,Excellent
7.71,601.0,140.0,48.0,5.0,21.0,7.0,11.0,0.54,1,50.374098281287814,Good
8.01,3098.0,845.0,106.0,141.0,497.0,43.0,8.0,0.46,0,223.63430162188328,Very Poor
7.88,405.0,125.0,40.0,6.0,18.0,4.0,3.0,0.24,1,36.83870733478577,Excellent
8.02,3055.0,840.0,190.0,89.0,543.0,44.0,49.0,0.71,0,236.84754296780443,Very Poor
8.05,695.0,260.0,70.0,21.0,43.0,0.0,18.0,0.21,0,68.04241103848948,Good
8.17,427.0,145.0,36.0,13.0,18.0,7.0,3.0,0.16,1,39.86920842411038,Excellent
7.93,372.0,125.0,36.0,9.0,21.0,11.0,1.0,0.23,1,35.9876301137739,Excellent
8.03,540.0,205.0,40.0,26.0,39.0,24.0,35.0,0.13,0,65.32827402565964,Good
8.13,390.0,145.0,50.0,5.0,11.0,1.0,1.0,0.22,1,37.51994674412975,Excellent
7.99,416.0,155.0,46.0,10.0,11.0,0.0,8.0,0.16,1,41.95761316872427,Excellent
7.87,829.0,225.0,58.0,19.0,78.0,23.0,39.0,0.07,0,75.53369644153958,Good
7.85,250.0,105.0,40.0,1.0,14.0,2.0,5.0,0.26,1,30.899806342290006,Excellent
8.29,504.0,160.0,34.0,18.0,7.0,9.0,3.0,0.77,1,51.54291938997821,Good
8.18,592.0,115.0,20.0,16.0,7.0,10.0,5.0,0.71,1,48.42442507867345,Excellent
8.27,823.0,255.0,50.0,32.0,50.0,10.0,5.0,0.3,0,68.56705398208666,Good
8.25,625.0,90.0,24.0,7.0,7.0,7.0,6.0,0.53,1,43.24880174291939,Excellent
8.14,733.0,125.0,24.0,16.0,11.0,12.0,6.0,0.39,1,49.672694262890346,Excellent
8.21,1194.0,305.0,44.0,47.0,117.0,43.0,9.0,1.18,0,100.83740014524328,Poor
8.15,1290.0,380.0,20.0,80.0,106.0,87.0,28.0,1.02,0,123.13614137012829,Poor
8.39,1406.0,320.0,56.0,44.0,89.0,30.0,8.0,0.68,0,99.83335754054707,Good
8.25,1035.0,260.0,52.0,32.0,85.0,23.0,5.0,0.5,0,78.34592108448317,Good
8.14,688.0,250.0,52.0,29.0,14.0,12.0,5.0,0.0,0,59.33154199951586,Good
8.27,671.0,90.0,20.0,10.0,18.0,14.0,5.0,1.05,1,51.513967562333576,Good
7.76,483.0,90.0,20.0,10.0,14.0,12.0,4.0,0.0,1,32.86046961994675,Excellent
8.37,715.0,190.0,34.0,26.0,7.0,9.0,4.0,0.69,1,60.87601065117404,Good
7.54,1001.0,270.0,28.0,49.0,121.0,47.0,10.0,0.23,0,80.86381021544419,Good
8.23,393.0,100.0,30.0,6.0,11.0,8.0,5.0,0.0,1,31.777874606632775,Excellent
8.11,1005.0,290.0,52.0,39.0,67.0,27.0,4.0,0.81,0,84.77288792060033,Good
7.93,1323.0,310.0,22.0,62.0,128.0,71.0,12.0,0.82,0,104.5057371096587,Poor
8.07,601.0,90.0,28.0,5.0,11.0,6.0,3.0,0.86,1,45.2721859114016,Excellent
8.29,465.0,125.0,36.0,9.0,11.0,7.0,8.0,0.87,1,48.93510045993706,Excellent
8.2,776.0,305.0,36.0,52.0,50.0,41.0,7.0,0.74,0,82.859961268458,Good
8.18,439.0,145.0,38.0,12.0,14.0,12.0,4.0,0.68,1,46.99808763011378,Excellent
8.19,676.0,135.0,30.0,15.0,7.0,7.0,5.0,0.74,1,52.9886952311789,Good
8.34,598.0,75.0,26.0,2.0,11.0,8.0,5.0,0.0,1,33.47250060518034,Excellent
7.99,508.0,200.0,70.0,6.0,18.0,4.0,0.0,0.59,1,51.17530864197532,Good
7.93,714.0,230.0,58.0,21.0,11.0,13.0,0.0,0.53,0,61.039070442992006,Good
7.79,556.0,230.0,68.0,15.0,14.0,5.0,0.0,0.41,0,54.58620188816268,Good
7.95,473.0,160.0,36.0,17.0,11.0,16.0,0.0,0.69,1,48.56267247639797,Excellent
8.24,876.0,300.0,64.0,34.0,82.0,31.0,1.0,0.73,0,80.55284434761559,Good
7.85,1032.0,385.0,70.0,51.0,14.0,74.0,1.0,0.73,0,95.55001210360689,Good
8.03,610.0,270.0,64.0,27.0,11.0,30.0,6.0,0.21,0,63.0397966594045,Good
8.09,1525.0,460.0,90.0,57.0,195.0,90.0,5.0,0.53,0,122.41636407649479,Poor
7.95,996.0,345.0,120.0,11.0,64.0,61.0,1.0,0.79,0,86.85938029532801,Good
8.21,722.0,290.0,94.0,13.0,39.0,6.0,2.0,0.32,0,65.98513677075769,Good
7.99,631.0,225.0,70.0,12.0,46.0,25.0,1.0,0.41,0,57.620164609053504,Good
7.82,744.0,260.0,80.0,15.0,18.0,6.0,1.0,0.73,0,67.21646090534979,Good
7.95,2153.0,690.0,198.0,47.0,451.0,89.0,12.0,0.58,0,173.92069716775597,Poor
7.79,448.0,205.0,48.0,21.0,11.0,13.0,1.0,0.38,0,50.03846526264827,Good
7.88,604.0,270.0,82.0,16.0,21.0,60.0,0.0,0.17,0,59.79796659404502,Good
8.18,705.0,320.0,60.0,41.0,14.0,22.0,0.0,0.55,0,74.40755265068991,Good
8.09,621.0,265.0,58.0,29.0,7.0,39.0,0.0,0.35,0,62.4118373275236,Good
8.14,904.0,340.0,76.0,36.0,32.0,60.0,0.0,0.33,0,80.14059549745825,Good
8.21,853.0,340.0,82.0,33.0,32.0,42.0,1.0,0.28,0,77.8476882110869,Good
8.0,1013.0,375.0,106.0,27.0,25.0,142.0,0.0,0.22,0,87.23710965867829,Good
8.03,765.0,305.0,60.0,38.0,14.0,28.0,0.0,0.23,0,70.08547567175019,Good
8.21,644.0,300.0,76.0,27.0,25.0,23.0,3.0,0.41,0,68.87073347857661,Good
8.22,1410.0,380.0,104.0,29.0,128.0,118.0,29.0,0.63,0,117.1123698862261,Poor
8.18,1956.0,535.0,104.0,67.0,202.0,169.0,29.0,0.58,0,156.7083756959574,Poor
7.88,554.0,205.0,66.0,10.0,14.0,7.0,1.0,0.39,0,51.31689663519729,Good
8.0,502.0,155.0,46.0,10.0,14.0,9.0,1.0,0.81,1,49.656039699830544,Excellent
8.08,1022.0,410.0,118.0,28.0,53.0,69.0,1.0,0.48,0,93.3689663519729,Good
7.76,515.0,120.0,26.0,13.0,7.0,10.0,0.0,0.18,1,37.61190994916485,Excellent
7.91,798.0,305.0,82.0,24.0,53.0,39.0,2.0,0.2,0,70.88542725732269,Good
7.83,763.0,190.0,68.0,5.0,11.0,6.0,3.0,0.28,1,53.384023238925195,Good
7.99,835.0,245.0,92.0,4.0,36.0,6.0,8.0,0.55,0,67.67366255144033,Good
7.9,411.0,160.0,52.0,7.0,18.0,6.0,0.0,0.19,1,39.31909949164851,Excellent
7.81,392.0,145.0,52.0,4.0,14.0,4.0,0.0,0.31,1,38.1159767610748,Excellent
8.19,1106.0,345.0,86.0,32.0,71.0,94.0,3.0,0.35,0,89.34589687726942,Good
7.95,738.0,250.0,52.0,29.0,11.0,20.0,0.0,0.11,0,59.90835148874365,Good
7.79,1536.0,475.0,142.0,29.0,181.0,71.0,7.0,0.25,0,116.84093439845074,Poor
7.99,702.0,315.0,82.0,27.0,14.0,10.0,4.0,0.19,0,68.72139917695473,Good
7.83,829.0,355.0,98.0,27.0,25.0,3.0,2.0,0.31,0,77.03546356814331,Good
8.21,675.0,285.0,82.0,19.0,14.0,21.0,0.0,0.43,0,65.34110384894699,Good
8.12,993.0,325.0,122.0,5.0,107.0,27.0,8.0,2.21,0,104.3227547809247,Poor
8.09,1477.0,375.0,104.0,28.0,202.0,72.0,4.0,1.94,0,124.378915516824,Poor
8.07,631.0,240.0,62.0,21.0,25.0,19.0,18.0,1.7,0,82.74872912127813,Good
7.78,665.0,115.0,26.0,12.0,75.0,14.0,2.0,1.94,0,65.39929799080126,Good
7.96,557.0,205.0,76.0,4.0,50.0,10.0,5.0,1.9,0,72.18579036552893,Good
7.62,744.0,225.0,82.0,5.0,78.0,19.0,23.0,1.71,0,85.10183974824497,Good
8.03,1115.0,410.0,116.0,29.0,181.0,114.0,14.0,1.48,0,118.85049624788188,Poor
8.13,505.0,150.0,42.0,11.0,28.0,12.0,1.0,1.58,0,59.375502299685316,Good
7.82,616.0,175.0,68.0,1.0,67.0,18.0,10.0,1.56,0,68.21769547325101,Good
7.78,1022.0,295.0,98.0,12.0,92.0,42.0,21.0,1.72,0,101.5244008714597,Poor
7.74,1326.0,410.0,124.0,24.0,206.0,79.0,12.0,1.6,0,123.24386347131447,Poor
8.1,590.0,245.0,58.0,24.0,43.0,24.0,3.0,1.55,0,75.2526506899056,Good
7.6,1547.0,550.0,184.0,22.0,188.0,56.0,23.0,1.45,0,145.79428709755507,Poor
7.63,981.0,220.0,58.0,18.0,110.0,32.0,19.0,2.01,0,95.4311304768821,Good
8.0,1393.0,310.0,108.0,10.0,199.0,65.0,2.0,1.82,0,109.88854998789638,Poor
7.89,515.0,180.0,58.0,9.0,28.0,16.0,21.0,1.5,1,70.10050835148874,Good
7.7,1256.0,260.0,82.0,13.0,170.0,68.0,22.0,1.33,0,102.15879932219802,Poor
7.67,1175.0,375.0,110.0,24.0,142.0,58.0,23.0,1.78,0,119.51084483175988,Poor
7.75,1200.0,450.0,126.0,33.0,170.0,61.0,23.0,1.58,0,128.53982086661824,Poor
7.8,2685.0,790.0,208.0,66.0,355.0,226.0,25.0,0.8,0,211.2953280077463,Very Poor
7.71,634.0,230.0,70.0,13.0,71.0,27.0,10.0,1.0,0,69.90084725248123,Good
8.12,2026.0,290.0,66.0,30.0,284.0,115.0,22.0,1.44,0,133.6062938755749,Poor
7.94,595.0,275.0,56.0,33.0,11.0,15.0,0.0,0.77,0,67.79469862018881,Good
7.01,932.0,340.0,82.0,33.0,8.0,98.0,0.0,0.84,0,86.61757443718228,Good
7.99,585.0,215.0,66.0,12.0,11.0,32.0,0.0,0.8,0,58.961728395061726,Good
8.03,851.0,350.0,88.0,32.0,39.0,17.0,3.0,0.92,0,86.72127814088597,Good
7.88,1319.0,440.0,60.0,70.0,113.0,70.0,27.0,0.3,0,119.4498184458969,Poor
7.94,1096.0,450.0,70.0,67.0,121.0,43.0,24.0,0.45,0,114.7761801016703,Poor
8.17,505.0,230.0,64.0,17.0,25.0,17.0,1.0,0.76,0,59.30912611958364,Good
8.26,512.0,230.0,40.0,32.0,11.0,8.0,0.0,0.79,0,60.77109658678287,Good
8.1,588.0,235.0,56.0,23.0,18.0,22.0,8.0,0.81,0,66.08804163640765,Good
7.74,1029.0,400.0,100.0,36.0,152.0,61.0,1.0,0.95,0,101.42575647542968,Poor
8.43,518.0,260.0,62.0,26.0,11.0,25.0,0.0,0.74,0,63.7834422657952,Good
8.48,393.0,165.0,48.0,11.0,11.0,14.0,0.0,0.63,1,46.0677559912854,Excellent
7.9,1285.0,415.0,58.0,66.0,177.0,75.0,3.0,0.83,0,114.20922294843864,Poor
8.17,442.0,185.0,58.0,10.0,18.0,20.0,0.0,0.81,1,51.88155410312274,Good
7.65,1237.0,420.0,70.0,60.0,206.0,70.0,20.0,0.25,0,113.14897119341565,Poor
7.92,624.0,270.0,50.0,35.0,21.0,17.0,0.0,0.44,0,64.36368917937546,Good
8.24,560.0,240.0,40.0,34.0,7.0,18.0,3.0,0.61,0,62.49934640522875,Good
8.17,573.0,230.0,42.0,30.0,11.0,8.0,5.0,0.59,0,61.34287097555071,Good
8.13,588.0,260.0,32.0,44.0,39.0,26.0,24.0,0.35,0,73.40101670297749,Good
